Date,T_ambient,T_trunk1,T_trunk4,T_exhaust2,T_tank1_bottom,T_tank1_top,T_zone1,T_zone2,T_pool1,V_trunk,Pyranometer,MD_zone1,MD_zone2,MD_exhaust1,Blower,P_tank1,P_pool1,T_zone3,T_zone4,MD_fresh,E_air_array,E_air_dhw,E_air_space,E_air_pool,E_night_flush,E_air_space2,E_night_flush2,E_pv_array,E_home,Vent,Pv_volts,Pv_volts2,Pv_volts3,Pv_volts4,Pv_amps,Pv_amps2,Pv_amps3,Pv_amps4,Pv_status,Pv_status2,Pv_status3,Pv_status4,Z_resets,Alerts,T_inverter,T_inverter2,T_inverter3,T_inverter4,E_inverter,E_inverter2,E_inverter3,E_inverter4,Th_fan,Th1_hvac,Th2_hvac,Th3_hvac,Th4_hvac,Th1_mode,Th2_mode,Th3_mode,Th4_mode,Th1_setpoint,Th2_setpoint,Th3_setpoint,Th4_setpoint,E_pv_life,E_dhw_life,E_space_life,E_night_life,E_pool_life
Tue Jun 28 13:53:55 2016,999.0,30.9,29.0,29.0,62.6,69.2,23.8,24.2,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0712,0.0000,0,80.46,0.00,0.00,0.00,0.86,0.00,0.00,0.00,4,0,0,0,1,1,41.00,0.00,0.00,0.00,1.338,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7519.265,2255.046,0.000,0.000,0.000
Tue Jun 28 14:08:55 2016,999.0,30.9,29.0,29.0,62.5,69.1,23.1,24.0,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0325,0.0000,0,33.92,0.00,0.00,0.00,0.40,0.00,0.00,0.00,-1,0,0,0,1,1,0.00,0.00,0.00,0.00,1.664,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7519.591,2255.046,0.000,0.000,0.000
Tue Jun 28 14:23:55 2016,999.0,30.9,29.0,29.0,62.5,69.1,23.5,23.9,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1451,0.0000,0,134.02,0.00,0.00,0.00,1.80,0.00,0.00,0.00,4,0,0,0,1,1,44.00,0.00,0.00,0.00,2.025,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7519.952,2255.046,0.000,0.000,0.000
Tue Jun 28 14:38:55 2016,999.0,30.9,29.0,29.0,62.4,69.0,23.9,24.2,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1542,0.0000,0,132.82,0.00,0.00,0.00,1.93,0.00,0.00,0.00,-1,0,0,0,1,1,0.00,0.00,0.00,0.00,2.400,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7520.327,2255.046,0.000,0.000,0.000
Tue Jun 28 14:53:55 2016,999.0,30.9,29.1,29.1,62.3,69.0,23.8,24.2,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.0000,0,64.81,0.00,0.00,0.00,1.04,0.00,0.00,0.00,-1,0,0,0,1,1,0.00,0.00,0.00,0.00,2.798,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7520.725,2255.046,0.000,0.000,0.000
Tue Jun 28 15:08:55 2016,999.0,49.2,49.2,49.2,62.5,68.9,23.6,24.1,999.0,3.3853, 0,0.00,0.00,0.00,53.6,24.67,0.00,999.0,999.0,0.00,0.1261,0.0843,0.0000,0.0000,0.0000,0.0000,0.0000,0.1414,0.0000,0,106.95,0.00,0.00,0.00,1.84,0.00,0.00,0.00,-1,0,0,0,1,1,0.00,0.00,0.00,0.00,3.228,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7521.155,2255.130,0.000,0.000,0.000
Tue Jun 28 15:23:55 2016,999.0,70.6,66.9,66.9,66.4,68.9,23.2,23.9,999.0,6.2066, 0,0.00,0.00,0.00,90.0,100.00,0.00,999.0,999.0,0.00,0.3821,0.3821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0595,0.0000,0,42.56,0.00,0.00,0.00,0.78,0.00,0.00,0.00,-1,0,0,0,1,1,0.00,0.00,0.00,0.00,3.672,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7521.599,2255.512,0.000,0.000,0.000
Tue Jun 28 15:38:55 2016,999.0,72.4,68.1,68.1,67.8,68.5,23.4,24.0,999.0,6.2066, 0,0.00,0.00,0.00,90.0,100.00,0.00,999.0,999.0,0.00,0.4312,0.4312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0460,0.0000,0,31.36,0.00,0.00,0.00,0.61,0.00,0.00,0.00,4,0,0,0,1,1,49.00,0.00,0.00,0.00,4.129,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7522.056,2255.943,0.000,0.000,0.000
Tue Jun 28 15:53:55 2016,999.0,72.7,68.6,68.6,68.4,68.6,23.9,24.3,999.0,6.2066, 0,0.00,0.00,0.00,90.0,100.00,0.00,999.0,999.0,0.00,0.4160,0.4160,0.0000,0.0000,0.0000,0.0000,0.0000,0.1658,0.0000,0,155.40,0.00,0.00,0.00,2.21,0.00,0.00,0.00,4,0,0,0,1,1,49.00,0.00,0.00,0.00,4.544,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7522.471,2256.359,0.000,0.000,0.000
Tue Jun 28 16:08:55 2016,999.0,72.7,68.8,68.8,68.9,69.1,23.9,24.4,999.0,6.2066, 0,0.00,0.00,0.00,90.0,100.00,0.00,999.0,999.0,0.00,0.3969,0.3969,0.0000,0.0000,0.0000,0.0000,0.0000,0.1101,0.0000,0,188.72,0.00,0.00,0.00,1.46,0.00,0.00,0.00,4,0,0,0,1,1,48.00,0.00,0.00,0.00,4.878,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7522.805,2256.756,0.000,0.000,0.000
Tue Jun 28 16:23:55 2016,999.0,69.8,67.8,67.8,69.0,69.3,23.6,24.4,999.0,6.2066, 0,0.00,0.00,0.00,90.0,17.33,0.00,999.0,999.0,0.00,0.2035,0.0489,0.0000,0.0000,0.0000,0.0000,0.0000,0.1161,0.0000,0,255.34,0.00,0.00,0.00,1.45,0.00,0.00,0.00,4,0,0,0,1,1,47.00,0.00,0.00,0.00,5.094,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7523.021,2256.805,0.000,0.000,0.000
Tue Jun 28 16:38:55 2016,999.0,75.4,71.8,71.8,69.0,69.3,23.2,24.4,999.0,6.2383, 0,0.00,0.00,0.00,90.0,54.22,0.00,999.0,999.0,0.00,0.3705,0.3058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0725,0.0000,0,65.51,0.00,0.00,0.00,0.93,0.00,0.00,0.00,-1,0,0,0,1,1,0.00,0.00,0.00,0.00,5.583,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7523.510,2257.111,0.000,0.000,0.000
Tue Jun 28 16:53:55 2016,999.0,75.2,70.4,70.4,69.8,69.8,23.7,24.4,999.0,6.2383, 0,0.00,0.00,0.00,90.0,100.00,0.00,999.0,999.0,0.00,0.4809,0.4809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0989,0.0000,0,132.81,0.00,0.00,0.00,1.34,0.00,0.00,0.00,4,0,0,0,1,1,48.00,0.00,0.00,0.00,5.997,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7523.924,2257.592,0.000,0.000,0.000
Tue Jun 28 17:08:55 2016,999.0,72.7,69.5,69.5,70.2,70.3,24.0,24.4,999.0,6.2066, 0,0.00,0.00,0.00,90.0,100.00,0.00,999.0,999.0,0.00,0.3258,0.3258,0.0000,0.0000,0.0000,0.0000,0.0000,0.1436,0.0000,0,203.48,0.00,0.00,0.00,1.86,0.00,0.00,0.00,-1,0,0,0,1,1,0.00,0.00,0.00,0.00,6.297,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7524.224,2257.917,0.000,0.000,0.000
Tue Jun 28 17:23:55 2016,999.0,76.4,71.7,71.7,70.6,70.7,23.6,24.4,999.0,6.2066, 0,0.00,0.00,0.00,90.0,100.00,0.00,999.0,999.0,0.00,0.4740,0.4740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0712,0.0000,0,42.01,0.00,0.00,0.00,0.94,0.00,0.00,0.00,-1,0,0,0,1,1,0.00,0.00,0.00,0.00,6.848,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7524.775,2258.391,0.000,0.000,0.000
Tue Jun 28 17:38:55 2016,999.0,77.3,72.4,72.4,71.3,71.3,23.4,24.4,999.0,6.2383, 0,0.00,0.00,0.00,90.0,100.00,0.00,999.0,999.0,0.00,0.4905,0.4905,0.0000,0.0000,0.0000,0.0000,0.0000,0.1821,0.0000,0,120.78,0.00,0.00,0.00,2.52,0.00,0.00,0.00,4,0,0,0,1,1,48.00,0.00,0.00,0.00,7.357,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7525.284,2258.882,0.000,0.000,0.000
Tue Jun 28 17:53:55 2016,999.0,78.4,73.2,73.2,72.0,71.9,23.5,24.5,999.0,6.2066, 0,0.00,0.00,0.00,90.0,100.00,0.00,999.0,999.0,0.00,0.5207,0.5207,0.0000,0.0000,0.0000,0.0000,0.0000,0.1663,0.0000,0,86.05,0.00,0.00,0.00,2.42,0.00,0.00,0.00,-1,0,0,0,1,1,0.00,0.00,0.00,0.00,7.887,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7525.814,2259.403,0.000,0.000,0.000
Tue Jun 28 18:08:55 2016,999.0,77.1,72.7,72.7,72.6,72.7,24.0,24.7,999.0,6.2383, 0,0.00,0.00,0.00,90.0,88.89,0.00,999.0,999.0,0.00,0.4380,0.4052,0.0000,0.0000,0.0000,0.0000,0.0000,0.1146,0.0000,0,213.92,0.00,0.00,0.00,1.60,0.00,0.00,0.00,4,0,0,0,1,1,47.00,0.00,0.00,0.00,8.175,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7526.102,2259.808,0.000,0.000,0.000
Tue Jun 28 18:23:55 2016,999.0,74.8,73.0,73.0,72.5,72.9,23.6,24.7,999.0,6.2383, 0,0.00,0.00,0.00,90.0,0.00,0.00,999.0,999.0,0.00,0.1830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1258,0.0000,0,217.19,0.00,0.00,0.00,1.67,0.00,0.00,0.00,-1,0,0,0,1,1,0.00,0.00,0.00,0.00,8.425,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7526.352,2259.808,0.000,0.000,0.000
Tue Jun 28 18:38:55 2016,999.0,79.9,75.3,75.3,72.8,73.0,23.4,24.7,999.0,6.2383, 0,0.00,0.00,0.00,90.0,77.11,0.00,999.0,999.0,0.00,0.4611,0.4389,0.0000,0.0000,0.0000,0.0000,0.0000,0.1716,0.0000,0,109.32,0.00,0.00,0.00,2.41,0.00,0.00,0.00,4,0,0,0,1,1,46.00,0.00,0.00,0.00,8.939,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7526.866,2260.247,0.000,0.000,0.000
Tue Jun 28 18:53:55 2016,999.0,78.1,73.8,73.8,73.5,73.6,23.6,24.7,999.0,6.2383, 0,0.00,0.00,0.00,90.0,100.00,0.00,999.0,999.0,0.00,0.4369,0.4369,0.0000,0.0000,0.0000,0.0000,0.0000,0.1534,0.0000,0,118.20,0.00,0.00,0.00,2.16,0.00,0.00,0.00,-1,0,0,0,1,1,0.00,0.00,0.00,0.00,9.379,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7527.306,2260.684,0.000,0.000,0.000
Tue Jun 28 19:08:55 2016,999.0,79.8,75.0,75.0,74.1,74.1,24.0,24.9,999.0,6.2066, 0,0.00,0.00,0.00,90.0,100.00,0.00,999.0,999.0,0.00,0.4869,0.4869,0.0000,0.0000,0.0000,0.0000,0.0000,0.1997,0.0000,0,115.82,0.00,0.00,0.00,2.87,0.00,0.00,0.00,-1,0,0,0,1,1,0.00,0.00,0.00,0.00,9.872,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7527.799,2261.171,0.000,0.000,0.000
Tue Jun 28 19:23:55 2016,999.0,79.9,74.9,74.9,74.7,74.7,23.6,24.8,999.0,5.4458, 0,0.00,0.00,0.00,53.5,100.00,0.00,999.0,999.0,0.00,0.4432,0.4432,0.0000,0.0000,0.0000,0.0000,0.0000,0.2273,0.0000,0,218.55,0.00,0.00,0.00,3.34,0.00,0.00,0.00,4,0,0,0,1,1,46.00,0.00,0.00,0.00,10.227,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7528.154,2261.614,0.000,0.000,0.000
Tue Jun 28 19:38:55 2016,999.0,73.4,68.4,68.4,74.7,75.0,23.6,24.7,999.0,0.0252, 0,0.00,0.00,0.00,0.5,1.11,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1312,0.0000,0,282.58,0.00,0.00,0.00,1.73,0.00,0.00,0.00,4,0,0,0,1,1,45.00,0.00,0.00,0.00,10.392,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7528.319,2261.614,0.000,0.000,0.000
Tue Jun 28 19:53:55 2016,999.0,69.2,63.7,63.7,72.9,75.0,23.6,24.7,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1137,0.0000,0,93.86,0.00,0.00,0.00,1.53,0.00,0.00,0.00,4,0,0,0,1,1,45.00,0.00,0.00,0.00,10.855,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7528.782,2261.614,0.000,0.000,0.000
Tue Jun 28 20:08:55 2016,999.0,65.4,60.0,60.0,67.2,74.9,23.6,24.7,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1009,0.0000,0,222.80,0.00,0.00,0.00,1.38,0.00,0.00,0.00,-1,0,0,0,1,1,0.00,0.00,0.00,0.00,11.067,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7528.994,2261.614,0.000,0.000,0.000
Tue Jun 28 20:23:55 2016,999.0,62.1,56.4,56.4,66.6,74.8,23.6,24.4,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1750,0.0000,0,131.05,0.00,0.00,0.00,2.40,0.00,0.00,0.00,4,0,0,0,1,1,45.00,0.00,0.00,0.00,11.529,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.456,2261.614,0.000,0.000,0.000
Tue Jun 28 20:38:55 2016,999.0,59.4,52.8,52.8,66.2,74.7,23.6,24.3,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0943,0.0000,0,308.29,0.00,0.00,0.00,1.28,0.00,0.00,0.00,4,0,0,0,1,0,44.00,0.00,0.00,0.00,11.624,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.551,2261.614,0.000,0.000,0.000
Tue Jun 28 20:53:55 2016,999.0,57.0,50.0,50.0,66.0,74.6,23.3,24.7,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0314,0.0000,0,265.81,0.00,0.00,0.00,0.46,0.00,0.00,0.00,3,0,0,0,1,0,37.00,0.00,0.00,0.00,11.656,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.583,2261.614,0.000,0.000,0.000
Tue Jun 28 21:08:55 2016,999.0,54.6,47.1,47.1,65.8,74.6,24.0,24.8,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0088,0.0000,0,221.65,0.00,0.00,0.00,0.17,0.00,0.00,0.00,3,0,0,0,1,0,34.00,0.00,0.00,0.00,11.665,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.592,2261.614,0.000,0.000,0.000
Tue Jun 28 21:23:55 2016,999.0,52.5,45.5,45.5,65.7,74.5,23.7,25.0,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0023,0.0000,0,221.74,0.00,0.00,0.00,0.04,0.00,0.00,0.00,3,0,0,0,1,0,30.00,0.00,0.00,0.00,11.668,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.595,2261.614,0.000,0.000,0.000
Tue Jun 28 21:38:55 2016,999.0,50.6,44.2,44.2,65.6,74.4,23.5,24.7,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0,232.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,1,0,29.00,0.00,0.00,0.00,11.668,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.595,2261.614,0.000,0.000,0.000
Tue Jun 28 21:53:55 2016,999.0,48.8,43.0,43.0,65.4,74.4,23.0,24.5,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000,0,304.56,0.00,0.00,0.00,0.03,0.00,0.00,0.00,3,0,0,0,1,0,29.00,0.00,0.00,0.00,11.670,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.597,2261.614,0.000,0.000,0.000
Tue Jun 28 22:08:55 2016,999.0,47.2,41.8,41.8,65.3,74.3,23.3,24.3,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0,307.18,0.00,0.00,0.00,0.01,0.00,0.00,0.00,3,0,0,0,1,0,28.00,0.00,0.00,0.00,11.671,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.598,2261.614,0.000,0.000,0.000
Tue Jun 28 22:23:55 2016,999.0,45.8,40.8,40.8,65.2,74.3,23.9,24.7,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0,283.73,0.00,0.00,0.00,0.01,0.00,0.00,0.00,3,0,0,0,1,0,27.00,0.00,0.00,0.00,11.672,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.599,2261.614,0.000,0.000,0.000
Tue Jun 28 22:38:55 2016,999.0,44.6,39.9,39.9,65.1,74.2,23.9,24.7,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0031,0.0000,0,283.82,0.00,0.00,0.00,0.05,0.00,0.00,0.00,3,0,0,0,1,0,26.00,0.00,0.00,0.00,11.675,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.602,2261.614,0.000,0.000,0.000
Tue Jun 28 22:53:55 2016,999.0,43.5,39.1,39.1,65.0,74.1,23.5,24.7,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0039,0.0000,0,283.77,0.00,0.00,0.00,0.06,0.00,0.00,0.00,3,0,0,0,1,0,26.00,0.00,0.00,0.00,11.679,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.606,2261.614,0.000,0.000,0.000
Tue Jun 28 23:08:55 2016,999.0,42.5,38.4,38.4,64.9,74.1,23.3,24.7,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000,0,274.26,0.00,0.00,0.00,0.07,0.00,0.00,0.00,3,0,0,0,1,0,26.00,0.00,0.00,0.00,11.684,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.611,2261.614,0.000,0.000,0.000
Tue Jun 28 23:23:55 2016,999.0,41.6,37.7,37.7,64.9,74.0,23.8,24.7,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000,0,283.84,0.00,0.00,0.00,0.09,0.00,0.00,0.00,3,0,0,0,1,0,26.00,0.00,0.00,0.00,11.690,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.617,2261.614,0.000,0.000,0.000
Tue Jun 28 23:38:55 2016,999.0,40.8,37.1,37.1,64.8,74.0,23.7,24.7,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0055,0.0000,0,283.69,0.00,0.00,0.00,0.08,0.00,0.00,0.00,3,0,0,0,1,0,26.00,0.00,0.00,0.00,11.695,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.622,2261.614,0.000,0.000,0.000
Tue Jun 28 23:53:55 2016,999.0,40.2,36.6,36.6,64.7,73.9,23.2,24.7,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0035,0.0000,0,283.91,0.00,0.00,0.00,0.05,0.00,0.00,0.00,3,0,0,0,1,0,25.00,0.00,0.00,0.00,11.699,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.626,2261.614,0.000,0.000,0.000
Wed Jun 29 00:08:55 2016,999.0,39.5,36.0,36.0,64.7,73.8,23.5,24.7,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000,0,283.76,0.00,0.00,0.00,0.04,0.00,0.00,0.00,3,0,0,0,1,0,24.00,0.00,0.00,0.00,11.702,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.629,2261.614,0.000,0.000,0.000
Wed Jun 29 00:23:55 2016,999.0,38.9,35.6,35.6,64.6,73.8,23.9,24.7,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000,0,283.72,0.00,0.00,0.00,0.03,0.00,0.00,0.00,3,0,0,0,1,0,24.00,0.00,0.00,0.00,11.704,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.631,2261.614,0.000,0.000,0.000
Wed Jun 29 00:38:55 2016,999.0,38.3,35.1,35.1,64.5,73.7,23.6,24.7,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0,351.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,1,0,24.00,0.00,0.00,0.00,11.704,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.631,2261.614,0.000,0.000,0.000
Wed Jun 29 00:53:55 2016,999.0,37.8,34.8,34.8,64.5,73.6,23.1,24.7,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,336.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,1,0,24.00,0.00,0.00,0.00,11.704,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.631,2261.614,0.000,0.000,0.000
Wed Jun 29 01:08:55 2016,999.0,37.3,34.4,34.4,64.4,73.6,23.5,24.7,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,318.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,0,0,0,1,0,24.00,0.00,0.00,0.00,11.704,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.631,2261.614,0.000,0.000,0.000
Wed Jun 29 01:23:55 2016,999.0,36.9,34.1,34.1,64.3,73.5,23.7,24.7,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,335.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,1,0,24.00,0.00,0.00,0.00,11.704,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.631,2261.614,0.000,0.000,0.000
Wed Jun 29 01:38:55 2016,999.0,36.5,33.8,33.8,64.3,73.4,23.7,24.7,999.0,0.0000, 0,0.00,0.00,0.00,0.0,0.00,0.00,999.0,999.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,289.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,1,0,24.00,0.00,0.00,0.00,11.704,0.000,0.000,0.000,0,2,2,2,2,1,1,2,2,23.33,24.44,0.00,0.00,7529.631,2261.614,0.000,0.000,0.000
